半,uf/ufk,412
往,tyg/tygg,413
约,xq/xqy/xqyy,414
太,dy/dyi,415
克,dq/dqb,416
劳,apl/aplb,417
历,dl/dlv,418
备,tlf,419
列,gq/gqj/gqjh,420
低,wqa/wqay,421
委,tv/tvf,422
市,ymhj,423
史,kq/kqi,424
响,ktm/ktmk,425
准,uwy/uwyg,426
精,oge/ogeg,427
习,nu/nud,428
消,iie/iieg,429
写,pgn/pgng,430
候,whn/whnd,431
土,ffff,432
称,tq/tqi/tqiy,433
技,rfc/rfcy,434
空,pw/pwa/pwaf,435
府,ywf/ywfi,436
亲,us/usu,437
毛,tfn/tfnv,438
温,ijl/ijlg,439
率,yx/yxi/yxif,440
院,bpf/bpfq,441
划,aj/ajh,442
装,ufy/ufye,443
存,dhb/dhbd,444
眼,hv/hve/hvey,445
快,nnw/nnwy,446
标,sfi/sfiy,447
值,wfhg,448
族,ytt/yttd,449
王,ggg/gggg,450
查,sj/sjg/sjgf,451
江,ia/iag,452
斯,adwr,453
素,gxi/gxiu,454
却,fcb/fcbh,455
除,bwt/bwty,456
号,kgn/kgnb,457
住,wygg,458
格,st/stk/stkg,459
参,cd/cde/cder,460
满,iagw,461
始,vck/vckg,462
般,tem/temc,463
包,qn/qnv,464
识,ykw/ykwy,465
专,fny/fnyi,466
京,yiu,467
照,jvko,468
车,lg/lgn/lgnh,469
按,rpv/rpvg,470
选,tfqp,471
火,ooo/oooo,472
易,jqr/jqrr,473
厂,dgt,474
听,kr/krh,475
该,yynw,476
红,xa/xag,477
属,ntk/ntky,478
维,xwy/xwyg,479
县,egc/egcu,480
严,god/godr,481
派,ire/irey,482
局,nnk/nnkd,483
讲,yfj/yfjh,484
呢,knx/knxn,485
继,xo/xon/xonn,486
首,uth/uthf,487
片,thg/thgn,488
构,sq/sqc/sqcy,489
女,vvv/vvvv,490
德,tfl/tfln,491
死,gqx/gqxb,492
效,uqt/uqty,493
谈,yoo/yooy,494
失,rw/rwi,495
神,pyj/pyjh,496
望,yneg,497
价,wwj/wwjh,498
铁,qr/qrw/qrwy,499
酸,sgc/sgct,500
底,yqa/yqay,501
黄,amw/amwu,502
随,bde/bdep,503
苏,alw/alwu,504
引,xh/xhh,505
推,rwyg,506
艺,anb,507
尔,qiu,508
官,pn/pnh/pnhn,509
适,tdp/tdpd,510
批,rx/rxx/rxxn,511
英,amd/amdu,512
告,tfkf,513
席,yam/yamh,514
举,iwf/iwfh,515
李,sb/sbf,516
师,jgm/jgmh,517
势,rvyl,518
细,xl/xlg,519
帮,dt/dtbh,520
显,jo/jog/jogf,521
项,adm/admy,522
状,udy,523
字,pb/pbf,524
育,yce/ycef,525
层,nfc/nfci,526
破,dhc/dhcy,527
落,ait/aitk,528
怎,thfn,529
营,apk/apkk,530
远,fqp/fqpv,531
士,fghg,532
台,ck/ckf,533
企,whf,534
爱,ep/epd/epdc,535
言,yyy/yyyy,536
河,isk/iskg,537
配,sgn/sgnn,538
围,lfnh,539
型,gajf,540
服,eb/ebc/ebcy,541
朝,fje/fjeg,542
轻,lc/lca/lcag,543
紧,jc/jcx/jcxi,544
武,gah/gahd,545
仅,wcy,546
另,kl/klb,547
章,ujj,548
亚,gog/gogd,549
视,pym/pymq,550
封,fffy,551
密,pnt/pntm,552
注,iy/iyg/iygg,553
材,sft/sftt,554
案,pvs/pvsu,555
供,waw/wawy,556
止,hh/hhh/hhhg,557
木,ssss,558
续,xfn/xfnd,559
早,jh/jhn/jhnh,560
防,by/byn,561
护,ryn/rynt,562
判,udjh,563
态,dyn/dynu,564
司,ngk/ngkd,565
固,ldd,566
似,wny/wnyw,567
罪,ldj/ldjd,568
黑,lfo/lfou,569
充,yc/ycq/ycqb,570
兴,iw/iwu,571
某,afs/afsu,572
树,scf/scfy,573
击,fmk,574
致,gcft,575
圆,lkmi,576
液,iyw/iywy,577
音,ujf,578
坚,jcf/jcff,579
足,khu,580
负,qm/qmu,581
害,pd/pdh/pdhk,582
含,wynk,583
余,wtu,584
夫,fw/fwi,585
排,rdj/rdjd,586
费,xjm/xjmu,587
源,idr/idri,588
觉,ipmq,589
范,aib/aibb,590
左,da/daf,591
够,qkqq,592
差,uda/udaf,593
城,fd/fdn/fdnt,594
春,dw/dwj/dwjf,595
食,wyv/wyve,596
兵,rgw/rgwu,597
施,ytb/ytbn,598
富,pgk/pgkl,599
均,fqu/fqug,600
置,lfhf,601
减,udg/udgt,602
故,dty,603
虽,kj/kju,604
曾,ul/ulj/uljf,605
占,hk/hkf,606
送,udp/udpi,607
笑,ttd/ttdu,608
试,yaa/yaag,609
职,bk/bkw/bkwy,610
氧,rnu/rnud,611
阳,bj/bjg,612
汉,ic/icy,613
留,qyvl,614
跟,khv/khve,615
修,wht/whte,616
巴,cnh/cnhn,617
创,wbj/wbjh,618
助,egl/egln,619
未,fii,620
犯,qtb/qtbn,621
初,puv/puvn,622
功,al/aln,623
抗,rymn,624
田,lll/llll,625
坏,fgi/fgiy,626
降,bt/bta/btah,627
古,dgh/dghg,628
尽,nyu/nyuu,629
互,gx/gxg/gxgd,630
财,mf/mft/mftt,631
溶,ipwk,632
病,ugm/ugmw,633
叶,kf/kfh,634
投,rmc/rmcy,635
策,tgm/tgmi,636
责,gmu,637
波,ihc/ihcy,638
令,wyc/wycu,639
独,qtj/qtjy,640
考,ftg/ftgn,641
右,dk/dkf,642
请,yge/ygeg,643
球,gfi/gfiy,644
让,yh/yhg,645
副,gkl/gklj,646
双,cc/ccy,647
检,sw/swgi,648
宜,peg/pegf,649
杂,vs/vsu,650
钱,qg/qgt,651
述,syp/sypi,652
限,bv/bve/bvey,653
简,tuj/tujf,654
找,ra/rat,655
冲,ukh/ukhh,656
端,umd/umdj,657
输,lwg/lwgj,658
倒,wgc/wgcj,659
养,udyj,660
敌,tdt/tdty,661
阿,bs/bsk/bskg,662
超,fhv/fhvk,663
换,rq/rqm/rqmd,664
州,ytyh,665
胜,etg/etgg,666
帝,up/upm/upmh,667
依,wye/wyey,668
坐,wwf/wwff,669
纪,xn/xnn,670
突,pwd/pwdu,671
念,wynn,672
客,pt/ptk/ptkf,673
绝,xqc/xqcn,674
升,tak,675
陈,ba/bai/baiy,676
略,ltk/ltkg,677
益,uwl/uwlf,678
否,gik/gikf,679
罗,lq/lqu,680
仍,we/wen,681
吸,ke/key/keyy,682
苦,adf,683
错,qaj/qajg,684
承,bd/bdi/bdii,685
友,dc/dcu,686
草,ajj,687
夜,ywt/ywty,688
微,tmg/tmgt,689
优,wdn/wdnn,690
画,gl/glb/glbj,691
础,dbm/dbmh,692
协,fl/flw/flwy,693
良,yv/yve/yvei,694
射,tmdf,695
曲,ma/mad,696
洋,iu/iud/iudh,697
村,sf/sfy,698
矿,dyt,699
终,xtu/xtuy,700
轮,lwx/lwxn,701
块,fnw/fnwy,702
环,ggi/ggiy,703
析,sr/srh,704
径,tca/tcag,705
哪,kv/kvf/kvfb,706
烈,gqjo,707
校,suq/suqy,708
板,src/srcy,709
云,fcu,710
诉,yr/yry/yryy,711
既,vca/vcaq,712
迅,nfp/nfpk,713
刻,ynt/yntj,714
靠,tfkd,715
察,pwfi,716
逐,epi,717
央,md/mdi,718
待,tffy,719
母,xgu/xgui,720
境,fuj/fujq,721
激,iry/iryt,722
渤,ifp/ifpl,723
模,saj/sajd,724
控,rpw/rpwa,725
卫,bg/bgd,726
久,qy/qyi,727
印,qgb/qgbh,728
房,yny/ynyv,729
停,wyp/wyps,730
甚,adwn,731
皮,hc/hci,732
洲,iyt/iyth,733
搞,rym/rymk,734
息,thn/thnu,735
移,tqq/tqqy,736
旧,hj/hjg,737
拿,wgkr,738
若,adk/adkf,739
顶,sdm/sdmy,740
短,tdg/tdgu,741
湖,ide/ideg,742
括,rtd/rtdg,743
挥,rpl/rplh,744
侵,wvp/wvpc,745
甲,lhnh,746
游,iytb,747
语,ygk/ygkg,748
冷,uwyc,749
普,uo/uog/uogj,750
银,qve/qvey,751
乐,qi/qii,752
医,atd/atdi,753
烧,oat/oatq,754
刘,yj/yjh,755
吗,kcg,756
针,qf/qfh,757
纸,xqa/xqan,758
粉,ow/owv/owvn,759
散,aet/aety,760
急,qvn/qvnu,761
预,cbd/cbdm,762
扩,ry/ryt,763
愿,drin,764
核,synw,765
吧,kc/kcn,766
龙,dx/dxv,767
误,ykg/ykgd,768
欢,cqw/cqwy,769
孩,bynw,770
盐,fhl/fhlf,771
善,uduk,772
雨,fghy,773
货,wxm/wxmu,774
讨,yfy,775
测,imj/imjh,776
丝,xxg/xxgf,777
室,pgc/pgcf,778
混,ijx/ijxx,779
弹,xuj/xujf,780
乎,tuh/tuhk,781
鲜,qgu/qgud,782
晚,jq/jqk/jqkq,783
乱,tdn/tdnn,784
沙,iit/iitt,785
序,ycb/ycbk,786
缺,rmn/rmnw,787
获,aqt/aqtd,788
读,yfn/yfnd,789
鲁,qgj/qgjf,790
载,fa/fal/falk,791
渐,il/ilr/ilrh,792
父,wqu,793
啊,kb/kbs/kbsk,794
演,ipg/ipgw,795
刚,mqj/mqjh,796
守,pf/pfu,797
宁,ps/psj,798
杀,qsu,799
谓,yle/yleg,800
刑,gajh,801
附,bwf/bwfy,802
担,rjg/rjgg,803
贵,khgm,804
班,gyt/gytg,805
稳,tqv/tqvn,806
钢,qmq/qmqy,807
迫,rpd,808
答,tw/twg/twgk,809
距,kha/khan,810
药,ax/axq/axqy,811
假,wnh/wnhc,812
毫,ypt/yptn,813
兰,uff,814
喜,fku/fkuk,815
练,xan/xanw,816
乙,nnl/nnll,817
酒,isgg,818
盾,rfh/rfhd,819
困,ls/lsi,820
买,nudu,821
福,pyg/pygl,822
征,tgh/tghg,823
阻,begg,824
损,rkm/rkmy,825
介,wj/wjj,826
剂,yjjh,827
穿,pwat,828
钟,qkhh,829
顺,kd/kdm/kdmy,830
飞,nui,831
丰,dh/dhk,832
怕,nr/nrg,833
祖,pye/pyeg,834
矛,cbt/cbtr,835
执,rvy/rvyy,836
星,jtg/jtgf,837
谁,ywyg,838
血,tld,839
背,uxe/uxef,840
掌,ipkr,841
脱,euk/eukq,842
希,qdm/qdmh,843
评,ygu/yguh,844
沉,ipm/ipmn,845
概,svc/svcq,846
跑,khq/khqn,847
熟,ybv/ybvo,848
伤,wtl/wtln,849
衣,ye/yeu,850
械,sa/saa/saah,851
烟,ol/old/oldy,852
审,pj/pjh/pjhj,853
扬,rnr/rnrt,854
翻,toln,855
秋,to/toy,856
露,fkhk,857
慢,nj/njl/njlc,858
静,geq/geqh,859
免,qkq/qkqb,860
促,wkh/wkhy,861
践,khg/khgt,862
脚,efcb,863
妈,vc/vcg,864
补,puh/puhy,865
薄,aig/aigf,866
牛,rhk,867
句,qkd,868
握,rng/rngf,869
编,xyna,870
庆,yd/ydi,871
亮,ypm/ypmb,872
笔,tt/ttf/ttfn,873
居,nd/ndd,874
味,kfi/kfiy,875
映,jmd/jmdy,876
斤,rtt/rtth,877
培,fuk/fukg,878
松,swc/swcy,879
乡,xte,880
诗,yff/yffy,881
异,naj,882
孔,bnn,883
顾,db/dbd/dbdm,884
呼,kt/ktu/ktuh,885
香,tjf,886
菜,ae/aes/aesu,887
威,dgv/dgvt,888
尼,nx/nxv,889
抓,rrhy,890
攻,at/aty,891
奇,dskf,892
倍,wuk/wukg,893
临,jty/jtyj,894
掉,rhj/rhjh,895
岁,mqu,896
脸,ew/ewg/ewgi,897
剧,ndj/ndjh,898
哥,sks/sksk,899
延,thp/thpd,900
末,gs/gsi,901
销,qie/qieg,902
皇,rgf,903
永,yni/ynii,904
汽,irn/irnn,905
景,jy/jyi/jyiu,906
娘,vyv/vyve,907
伟,wfn/wfnh,908
齐,yjj,909
陆,bfm/bfmh,910
赵,fhq/fhqi,911
雷,flf,912
危,qdb/qdbb,913
胡,de/deg,914
聚,bct/bcti,915
硫,dyc/dycq,916
束,gki/gkii,917
轴,lm/lmg,918
套,ddu,919
座,yww/ywwf,920
粮,oyv/oyve,921
灯,os/osh,922
课,yjs/yjsy,923
绍,xvk/xvkg,924
杨,sn/snr/snrt,925
怀,ng/ngi/ngiy,926
饭,qnr/qnrc,927
赶,fhfk,928
缩,xpw/xpwj,929
额,ptkm,930
孙,bi/biy,931
棉,srm/srmh,932
鼓,fkuc,933
宽,pa/pam/pamq,934
绿,xv/xvi/xviy,935
川,kthh,936
夺,df/dfu,937
归,jv/jvg,938
灭,goi,939
煤,oa/oaf/oafs,940
宗,pfi/pfiu,941
衡,tqdh,942
卷,udbb,943
盟,jel/jelf,944
弱,xu/xux/xuxu,945
竟,ujq/ujqb,946
镇,qfhw,947
途,wtp/wtpi,948
厚,djb/djbd,949
触,qejy,950
措,raj/rajg,951
藏,adnt,952
玉,gy/gyi,953
哈,kwg/kwgk,954
零,fwyc,955
枪,swb/swbn,956
灵,vo/vou,957
险,bwg/bwgi,958
款,ffi/ffiw,959
召,vkf,960
遍,ynm/ynmp,961
呀,ka/kah/kaht,962
敢,nb/nbt/nbty,963
恶,gogn,964
借,waj/wajg,965
歌,sksw,966
脑,eyb/eybh,967
泽,icf/icfh,968
染,ivs/ivsu,969
庭,ytfp,970
唱,kjj/kjjg,971
训,yk/ykh,972
堂,ipkf,973
域,fakg,974
植,sfhg,975
欧,aqq/aqqw,976
宪,ptf/ptfq,977
裂,gqje,978
努,vcl/vclb,979
彻,tavn,980
探,rpws,981
沿,imk/imkg,982
户,yne,983
振,rdf/rdfe,984
粒,oug,985
频,hid/hidm,986
督,hich,987
袁,fke/fkeu,988
垂,tga/tgaf,989
纯,xgb/xgbn,990
纳,xmw/xmwy,991
折,rr/rrh,992
操,rkk/rkks,993
暗,ju/juj/jujg,994
耐,dmjf,995
份,wwv/wwvn,996
录,vi/viu,997
卖,fnud,998
退,vep/vepi,999
遇,jm/jmhp,1000
茶,aws/awsu,1001
润,iugg,1002
肉,mww/mwwi,1003
康,yvi/yvii,1004
唯,kwyg,1005
浓,ipe/ipey,1006
胞,eqn/eqnn,1007
符,twf/twfu,1008
雪,fv/fvf,1009
磁,du/dux/duxx,1010
献,fmud,1011
船,temk,1012
忙,nynn,1013
追,wnnp,1014
伊,wvt/wvtt,1015
税,tuk/tukq,1016
私,tcy,1017
篇,tyna,1018
盘,tel/telf,1019
夏,dht/dhtu,1020
卡,hhu,1021
盖,ugl/uglf,1022
丁,sgh,1023
季,tb/tbf,1024
迎,qbp/qbpk,1025
予,cbj,1026
架,lks/lksu,1027
阴,be/beg,1028
刀,vn/vnt,1029
阵,bl/blh,1030
瓦,gny/gnyn,1031
野,jfc/jfcb,1032
盛,dnnl,1033
氢,rnc/rnca,1034
削,iej/iejh,1035
伸,wjh/wjhh,1036
索,fpx/fpxi,1037
旗,yta/ytaw,1038
忽,qrn/qrnu,1039
访,yyn,1040
累,lx/lxi/lxiu,1041
燃,oqdo,1042
虑,han/hani,1043
迹,yop/yopi,1044
亦,you,1045
典,maw/mawu,1046
晶,jjj/jjjf,1047
雄,dcw/dcwy,1048
泛,itp/itpy,1049
谋,yaf/yafs,1050
托,rta/rtan,1051
透,tep/tepv,1052
横,sam/samw,1053
屋,ngc/ngcf,1054
朱,ri/rii,1055
惊,nyiy,1056
奋,dlf,1057
替,fwf/fwfj,1058
痛,uce/ucek,1059
裁,fay/faye,1060
抽,rm/rmg,1061
楚,ssn/ssnh,1062
避,nk/nkup,1063
硬,dgj/dgjq,1064
寨,pfjs,1065
床,ysi,1066
旁,upy/upyb,1067
遗,khgp,1068
弟,uxh/uxht,1069
洗,itf/itfq,1070
幅,mhg/mhgl,1071
毒,gxgu,1072
顿,gbnm,1073
尚,imkf,1074
塞,pfjf,1075
暴,jaw/jawi,1076
谢,ytm/ytmf,1077
宝,pgy/pgyu,1078
圈,lud/ludb,1079
招,rvk/rvkg,1080
彩,ese/eset,1081
闻,ub/ubd,1082
胶,eu/euq/euqy,1083
残,gqg/gqgt,1084
遭,gmap,1085
爷,wqb/wqbj,1086
斜,wtuf,1087
警,aqky,1088
揭,rjq/rjqn,1089
鱼,qgf,1090
释,toc/toch,1091
倾,wxd/wxdm,1092
潮,ifj/ifje,1093
贯,xfm/xfmu,1094
偏,wyna,1095
摇,rer/rerm,1096
监,jtyl,1097
购,mqc/mqcy,1098
徐,twt/twty,1099
付,wfy,1100
灰,do/dou,1101
园,lfq/lfqv,1102
摆,rlf/rlfc,1103
殊,gqr/gqri,1104
蒸,abi/abio,1105
碎,dyw/dywf,1106
糖,oyvk,1107
词,yngk,1108
耗,ditn,1109
赞,tfqm,1110
炮,oq/oqn/oqnn,1111
吴,kgd/kgdu,1112
愈,wgen,1113
堆,fwy/fwyg,1114
骨,me/mef,1115
凯,mnm/mnmn,1116
午,tfj,1117
桥,std/stdj,1118
巨,and,1119
救,fiyt,1120
荣,aps/apsu,1121
纷,xwv/xwvn,1122
秦,dwt/dwtu,1123
订,ys/ysh,1124
旋,ytn/ytnh,1125
割,pdhj,1126
侧,wmj/wmjh,1127
纤,xtf/xtfh,1128
凡,my/myi,1129
亡,ynv,1130
杆,sfh,1131
弦,xyx/xyxy,1132
馆,qnp/qnpn,1133
恩,ldn/ldnu,1134
宋,psu,1135
妇,vv/vvg,1136
吹,kqw/kqwy,1137
男,ll/llb,1138
版,thgc,1139
禁,ssf/ssfi,1140
繁,txgi,1141
滑,ime/imeg,1142
败,mty,1143
捕,rge/rgey,1144
择,rcf/rcfh,1145
唐,yvh/yvhk,1146
播,rtol,1147
爸,wqc/wqcb,1148
泥,inx/inxn,1149
跳,khi/khiq,1150
君,vtkd,1151
湾,iyo/iyox,1152
碳,dmd/dmdo,1153
综,xp/xpf/xpfi,1154
废,ynty,1155
庄,yfd,1156
吨,kgb/kgbn,1157
库,ylk,1158
睛,hg/hge/hgeg,1159
楼,sov/sovg,1160
麻,yss/yssi,1161
涉,ihi/ihit,1162
尺,nyi,1163
剥,vijh,1164
伙,wo/woy,1165
麦,gtu,1166
坦,fjg/fjgg,1167
嘴,khx/khxe,1168
鸡,cqy/cqyg,1169
耳,bgh/bghg,1170
荷,awsk,1171
赛,pfjm,1172
肥,ec/ecn,1173
岸,mdfj,1174
谷,wwk/wwkf,1175
扎,rnn,1176
铜,qmgk,1177
街,tffh,1178
店,yhk/yhkd,1179
冬,tuu,1180
炉,oyn/oynt,1181
姑,vd/vdg,1182
恢,ndo/ndoy,1183
